Mass,Forest,treatment,intensity
406.162,HW,PreFentonGoethite,2147869
563.1652,HW,PreFentonGoethite,6473994
448.0885,HW,PreFentonGoethite,0
450.1042,HW,PreFentonGoethite,0
393.094,HW,PreFentonGoethite,0
420.13,HW,PreFentonGoethite,0
525.1767,HW,PreFentonGoethite,2296203.66666667
314.2085,HW,PreFentonGoethite,4407343
451.0306,HW,PreFentonGoethite,0
535.3277,HW,PreFentonGoethite,4990501
502.2516,HW,PreFentonGoethite,0
391.0823,HW,PreFentonGoethite,0
615.1721,HW,PreFentonGoethite,2294763
453.2283,HW,PreFentonGoethite,2538236.66666667
433.093,HW,PreFentonGoethite,2513967
437.1242,HW,PreFentonGoethite,2077014
547.0365,HW,PreFentonGoethite,0
537.1404,HW,PreFentonGoethite,2072118
424.1249,HW,PreFentonGoethite,0
376.1912,HW,PreFentonGoethite,3545335.66666667
431.265,HW,PreFentonGoethite,3268007.33333333
347.0045,HW,PreFentonGoethite,0
459.2599,HW,PreFentonGoethite,4184500.33333333
420.1776,HW,PreFentonGoethite,2298129
525.2131,HW,PreFentonGoethite,3180771.66666667
384.13,HW,PreFentonGoethite,2161933.66666667
436.1249,HW,PreFentonGoethite,0
537.1039,HW,PreFentonGoethite,0
326.1721,HW,PreFentonGoethite,3026272.66666667
514.2517,HW,PreFentonGoethite,3687857.66666667
581.0784,HW,PreFentonGoethite,0
481.0412,HW,PreFentonGoethite,1878924.5
587.2134,HW,PreFentonGoethite,3592799.66666667
377.099,HW,PreFentonGoethite,0
421.2595,HW,PreFentonGoethite,3150989.66666667
589.2655,HW,PreFentonGoethite,4278518.66666667
436.0885,HW,PreFentonGoethite,0
362.9994,HW,PreFentonGoethite,0
388.1514,HW,PreFentonGoethite,2695476
420.0573,HW,PreFentonGoethite,0
585.125,HW,PreFentonGoethite,2112287.66666667
364.1038,HW,PreFentonGoethite,1721931
465.2858,HW,PreFentonGoethite,3585858
396.1776,HW,PreFentonGoethite,2885845.33333333
523.1609,HW,PreFentonGoethite,0
352.1514,HW,PreFentonGoethite,2712236
355.0096,HW,PreFentonGoethite,0
435.0722,HW,PreFentonGoethite,1784732
435.0357,HW,PreFentonGoethite,0
591.2811,HW,PreFentonGoethite,4546447.33333333
400.0674,HW,PreFentonGoethite,0
372.0725,HW,PreFentonGoethite,0
603.2082,HW,PreFentonGoethite,2973831
481.2232,HW,PreFentonGoethite,3067725.33333333
363.1198,HW,PreFentonGoethite,0
365.1817,HW,PreFentonGoethite,3465857.33333333
597.1615,HW,PreFentonGoethite,2350499.5
402.1194,HW,PreFentonGoethite,0
553.3018,HW,PreFentonGoethite,4312792
439.1762,HW,PreFentonGoethite,2703855.33333333
317.0667,HW,PreFentonGoethite,1578796.33333333
347.2075,HW,PreFentonGoethite,3120808.33333333
374.9994,HW,PreFentonGoethite,0
381.1344,HW,PreFentonGoethite,1906704.5
373.2596,HW,PreFentonGoethite,3787432.33333333
383.0045,HW,PreFentonGoethite,0
393.0859,HW,PreFentonGoethite,5160520
405.2858,HW,PreFentonGoethite,2711274
321.1708,HW,PreFentonGoethite,2815979
412.209,HW,PreFentonGoethite,3741443
443.265,HW,PreFentonGoethite,4160777.33333333
343.1511,HW,PreFentonGoethite,2320273.33333333
467.1712,HW,PreFentonGoethite,2329064.66666667
495.0569,HW,PreFentonGoethite,0
413.2334,HW,PreFentonGoethite,3183285.66666667
471.0205,HW,PreFentonGoethite,0
559.2913,HW,PreFentonGoethite,4780696.66666667
393.1303,HW,PreFentonGoethite,0
383.1864,HW,PreFentonGoethite,2647926
404.1351,HW,PreFentonGoethite,0
427.249,HW,PreFentonGoethite,2478590.33333333
495.1297,HW,PreFentonGoethite,2026057
557.0574,HW,PreFentonGoethite,0
571.2549,HW,PreFentonGoethite,3764013.66666667
599.1407,HW,PreFentonGoethite,0
362.1358,HW,PreFentonGoethite,2575508
617.1877,HW,PreFentonGoethite,2734618.66666667
365.0667,HW,PreFentonGoethite,1588459
593.0786,HW,PreFentonGoethite,0
481.1504,HW,PreFentonGoethite,1834140.5
511.2913,HW,PreFentonGoethite,4389965
350.0882,HW,PreFentonGoethite,0
393.0252,HW,PreFentonGoethite,1681637
555.2236,HW,PreFentonGoethite,3651272
539.0831,HW,PreFentonGoethite,0
434.1093,HW,PreFentonGoethite,0
329.1031,HW,PreFentonGoethite,1777364
377.2334,HW,PreFentonGoethite,3069903.66666667
501.031,HW,PreFentonGoethite,0
483.2752,HW,PreFentonGoethite,3904465.66666667
405.2494,HW,PreFentonGoethite,3089465
539.2862,HW,PreFentonGoethite,5203938.33333333
601.0836,HW,PreFentonGoethite,1804264.5
529.2654,HW,PreFentonGoethite,4308265
369.1708,HW,PreFentonGoethite,2699912.66666667
539.1196,HW,PreFentonGoethite,1834633.66666667
449.0878,HW,PreFentonGoethite,0
447.2752,HW,PreFentonGoethite,3651129
511.161,HW,PreFentonGoethite,2273170
513.031,HW,PreFentonGoethite,0
341.1031,HW,PreFentonGoethite,1877232.5
331.1915,HW,PreFentonGoethite,2576716.66666667
300.1929,HW,PreFentonGoethite,3415984
505.026,HW,PreFentonGoethite,0
351.051,HW,PreFentonGoethite,1607836
426.1882,HW,PreFentonGoethite,2285549
313.1657,HW,PreFentonGoethite,3921447.33333333
601.1927,HW,PreFentonGoethite,2747712.33333333
405.0616,HW,PreFentonGoethite,1867818.5
432.0572,HW,PreFentonGoethite,0
391.2701,HW,PreFentonGoethite,3423808
353.0667,HW,PreFentonGoethite,1940455.5
591.0992,HW,PreFentonGoethite,1872134
425.1606,HW,PreFentonGoethite,2901737.33333333
390.1195,HW,PreFentonGoethite,0
329.1354,HW,PreFentonGoethite,1868551.66666667
386.0881,HW,PreFentonGoethite,0
509.0725,HW,PreFentonGoethite,1928699.5
465.0464,HW,PreFentonGoethite,1789230
441.0099,HW,PreFentonGoethite,0
331.2126,HW,PreFentonGoethite,4251474
543.0416,HW,PreFentonGoethite,0
575.2862,HW,PreFentonGoethite,4844271
433.0049,HW,PreFentonGoethite,0
449.2392,HW,PreFentonGoethite,3924190.66666667
360.0725,HW,PreFentonGoethite,0
525.1402,HW,PreFentonGoethite,2304222.66666667
601.12,HW,PreFentonGoethite,1982441
367.0095,HW,PreFentonGoethite,0
481.0777,HW,PreFentonGoethite,2084920.66666667
553.0989,HW,PreFentonGoethite,0
425.0151,HW,PreFentonGoethite,0
430.078,HW,PreFentonGoethite,0
539.1559,HW,PreFentonGoethite,2437258
434.0729,HW,PreFentonGoethite,0
350.1722,HW,PreFentonGoethite,3464176.66666667
497.2545,HW,PreFentonGoethite,5080498.66666667
418.1143,HW,PreFentonGoethite,0
599.1771,HW,PreFentonGoethite,2794116
497.1817,HW,PreFentonGoethite,2948178.33333333
379.0824,HW,PreFentonGoethite,1645765.5
581.149,HW,PreFentonGoethite,5960353.33333333
481.2807,HW,PreFentonGoethite,4658859.33333333
411.0239,HW,PreFentonGoethite,0
500.236,HW,PreFentonGoethite,3961731
571.2184,HW,PreFentonGoethite,3458180
362.0882,HW,PreFentonGoethite,0
587.1043,HW,PreFentonGoethite,1863094.33333333
587.1407,HW,PreFentonGoethite,2273035
541.0988,HW,PreFentonGoethite,0
374.0882,HW,PreFentonGoethite,0
585.0887,HW,PreFentonGoethite,0
329.0303,HW,PreFentonGoethite,1437250
497.1453,HW,PreFentonGoethite,2282743
495.0934,HW,PreFentonGoethite,2060894
809.2569,HW,PreFentonGoethite,0
390.0466,HW,PreFentonGoethite,0
465.0827,HW,PreFentonGoethite,1848454.33333333
395.1137,HW,PreFentonGoethite,0
416.0623,HW,PreFentonGoethite,0
329.1758,HW,PreFentonGoethite,2220561.33333333
410.1933,HW,PreFentonGoethite,2730374
365.0303,HW,PreFentonGoethite,0
605.1513,HW,PreFentonGoethite,2043721
579.0628,HW,PreFentonGoethite,0
585.1614,HW,PreFentonGoethite,2936948.66666667
571.1821,HW,PreFentonGoethite,2825178
571.1457,HW,PreFentonGoethite,2523098.33333333
471.26,HW,PreFentonGoethite,4760974.66666667
531.0416,HW,PreFentonGoethite,0
372.1565,HW,PreFentonGoethite,3724377.33333333
587.0678,HW,PreFentonGoethite,0
416.0987,HW,PreFentonGoethite,0
407.0773,HW,PreFentonGoethite,1989968.5
437.0878,HW,PreFentonGoethite,2078846.5
391.046,HW,PreFentonGoethite,0
451.1035,HW,PreFentonGoethite,1968316.5
367.1529,HW,PreFentonGoethite,5080786.33333333
473.2909,HW,PreFentonGoethite,4991612
425.197,HW,PreFentonGoethite,3005674
459.2752,HW,PreFentonGoethite,4999605.33333333
398.9994,HW,PreFentonGoethite,0
565.1199,HW,PreFentonGoethite,0
422.0729,HW,PreFentonGoethite,0
511.1974,HW,PreFentonGoethite,3627756
423.1086,HW,PreFentonGoethite,1717621.5
379.2338,HW,PreFentonGoethite,3057835
403.249,HW,PreFentonGoethite,2844898
449.0514,HW,PreFentonGoethite,0
487.2549,HW,PreFentonGoethite,4667612.33333333
513.2705,HW,PreFentonGoethite,6395540.66666667
525.1038,HW,PreFentonGoethite,2114951
409.0201,HW,PreFentonGoethite,0
475.0154,HW,PreFentonGoethite,0
521.312,HW,PreFentonGoethite,6037269
422.1093,HW,PreFentonGoethite,0
353.0303,HW,PreFentonGoethite,0
418.0779,HW,PreFentonGoethite,0
366.1307,HW,PreFentonGoethite,0
389.2334,HW,PreFentonGoethite,3424389
406.1143,HW,PreFentonGoethite,0
315.1813,HW,PreFentonGoethite,4486702
374.0518,HW,PreFentonGoethite,0
481.1141,HW,PreFentonGoethite,1892503
527.0468,HW,PreFentonGoethite,1788073
513.2858,HW,PreFentonGoethite,6292801.33333333
394.1143,HW,PreFentonGoethite,0
601.1562,HW,PreFentonGoethite,2066155.33333333
563.0678,HW,PreFentonGoethite,0
412.2453,HW,PreFentonGoethite,4004102
451.0671,HW,PreFentonGoethite,2050789.33333333
493.0259,HW,PreFentonGoethite,0
407.0408,HW,PreFentonGoethite,2108620
511.1246,HW,PreFentonGoethite,2441784
376.2242,HW,PreFentonGoethite,4703662.33333333
543.1872,HW,PreFentonGoethite,4319605.66666667
487.3065,HW,PreFentonGoethite,5611749
467.0984,HW,PreFentonGoethite,2146694
593.1149,HW,PreFentonGoethite,1893349
485.2909,HW,PreFentonGoethite,5437016
589.1563,HW,PreFentonGoethite,2577997
541.0625,HW,PreFentonGoethite,1933068
431.1229,HW,PreFentonGoethite,4355154.66666667
357.1668,HW,PreFentonGoethite,3100465.33333333
378.1195,HW,PreFentonGoethite,1677808
491.3014,HW,PreFentonGoethite,4944388.33333333
561.0522,HW,PreFentonGoethite,0
497.2756,HW,PreFentonGoethite,6301452
455.2439,HW,PreFentonGoethite,4121893.33333333
445.0049,HW,PreFentonGoethite,0
461.2908,HW,PreFentonGoethite,4097399
497.0362,HW,PreFentonGoethite,1827225.5
463.0154,HW,PreFentonGoethite,0
343.0096,HW,PreFentonGoethite,0
559.073,HW,PreFentonGoethite,2000369
511.0883,HW,PreFentonGoethite,2201822.33333333
413.2545,HW,PreFentonGoethite,5189133.33333333
455.0256,HW,PreFentonGoethite,0
513.1766,HW,PreFentonGoethite,3401012
335.1711,HW,PreFentonGoethite,3014129.66666667
388.1038,HW,PreFentonGoethite,0
328.1878,HW,PreFentonGoethite,4202794
381.098,HW,PreFentonGoethite,1899334.66666667
425.2545,HW,PreFentonGoethite,4503616
575.1042,HW,PreFentonGoethite,2092615
565.3018,HW,PreFentonGoethite,5055719.33333333
541.1716,HW,PreFentonGoethite,2851844.66666667
583.1458,HW,PreFentonGoethite,3545909
603.1718,HW,PreFentonGoethite,2390834
573.2705,HW,PreFentonGoethite,4832355
587.177,HW,PreFentonGoethite,3427082.66666667
571.073,HW,PreFentonGoethite,2049159
541.2443,HW,PreFentonGoethite,4950022.33333333
325.202,HW,PreFentonGoethite,3648480.66666667
555.1508,HW,PreFentonGoethite,2699976.66666667
421.0565,HW,PreFentonGoethite,1826097.66666667
364.0674,HW,PreFentonGoethite,0
376.1038,HW,PreFentonGoethite,0
437.2545,HW,PreFentonGoethite,5445304
555.1144,HW,PreFentonGoethite,2467295
589.12,HW,PreFentonGoethite,1974861.33333333
543.1508,HW,PreFentonGoethite,2640586.66666667
402.083,HW,PreFentonGoethite,0
493.229,HW,PreFentonGoethite,5540320.66666667
603.1356,HW,PreFentonGoethite,2067421
411.1813,HW,PreFentonGoethite,3006790.66666667
513.1402,HW,PreFentonGoethite,2786607.66666667
527.2651,HW,PreFentonGoethite,6325434
577.12,HW,PreFentonGoethite,1919530.66666667
432.0936,HW,PreFentonGoethite,0
404.0987,HW,PreFentonGoethite,0
573.1614,HW,PreFentonGoethite,3128761.66666667
439.1398,HW,PreFentonGoethite,2245104.33333333
433.2595,HW,PreFentonGoethite,4450710.66666667
571.1093,HW,PreFentonGoethite,1830064
575.0679,HW,PreFentonGoethite,0
453.1191,HW,PreFentonGoethite,2350160.33333333
579.1356,HW,PreFentonGoethite,2049246.5
455.265,HW,PreFentonGoethite,5117562.66666667
423.0358,HW,PreFentonGoethite,2164085.5
396.214,HW,PreFentonGoethite,4263817.33333333
341.0303,HW,PreFentonGoethite,0
569.1301,HW,PreFentonGoethite,2225660.33333333
439.0307,HW,PreFentonGoethite,1815130.5
420.0936,HW,PreFentonGoethite,0
519.3327,HW,PreFentonGoethite,7489470
549.0522,HW,PreFentonGoethite,0
341.0667,HW,PreFentonGoethite,1773797.5
467.062,HW,PreFentonGoethite,2371380
383.1501,HW,PreFentonGoethite,3029182.33333333
559.1093,HW,PreFentonGoethite,2515440.33333333
394.162,HW,PreFentonGoethite,2281998.5
557.2029,HW,PreFentonGoethite,3994632.33333333
591.1356,HW,PreFentonGoethite,1952656.66666667
561.125,HW,PreFentonGoethite,2440830.66666667
511.0519,HW,PreFentonGoethite,1872043
589.0835,HW,PreFentonGoethite,0
575.1406,HW,PreFentonGoethite,2473030.33333333
380.1464,HW,PreFentonGoethite,2056265
428.2038,HW,PreFentonGoethite,3029592
477.1726,HW,PreFentonGoethite,5007809
486.1253,HW,PreFentonGoethite,0
527.0831,HW,PreFentonGoethite,2195290
404.0623,HW,PreFentonGoethite,0
399.2177,HW,PreFentonGoethite,3495511
394.1984,HW,PreFentonGoethite,3292196.66666667
382.1984,HW,PreFentonGoethite,4038687
499.161,HW,PreFentonGoethite,3408604.66666667
407.2439,HW,PreFentonGoethite,4373691
329.0666,HW,PreFentonGoethite,1719969
527.1558,HW,PreFentonGoethite,0
425.1242,HW,PreFentonGoethite,2492136.66666667
579.0992,HW,PreFentonGoethite,0
437.0515,HW,PreFentonGoethite,2298213.66666667
511.2337,HW,PreFentonGoethite,4538779.33333333
541.2079,HW,PreFentonGoethite,3807920
499.3065,HW,PreFentonGoethite,7462302
321.0252,HW,PreFentonGoethite,0
525.0675,HW,PreFentonGoethite,2088666
543.1145,HW,PreFentonGoethite,2651338.33333333
366.1671,HW,PreFentonGoethite,3265023
363.2177,HW,PreFentonGoethite,4246069
545.0573,HW,PreFentonGoethite,1831473.33333333
392.0623,HW,PreFentonGoethite,0
543.078,HW,PreFentonGoethite,2008948
471.2752,HW,PreFentonGoethite,5167845.66666667
493.2807,HW,PreFentonGoethite,6618259.66666667
409.0929,HW,PreFentonGoethite,2062777.5
411.145,HW,PreFentonGoethite,2879128
515.0467,HW,PreFentonGoethite,1934176.33333333
376.1514,HW,PreFentonGoethite,3140670.33333333
439.1035,HW,PreFentonGoethite,2149190
541.1352,HW,PreFentonGoethite,2257412.33333333
527.2287,HW,PreFentonGoethite,5661197.33333333
573.0886,HW,PreFentonGoethite,2219621.66666667
326.2085,HW,PreFentonGoethite,5632190
469.114,HW,PreFentonGoethite,2568530.33333333
401.2545,HW,PreFentonGoethite,5658806
381.0252,HW,PreFentonGoethite,2095978.5
505.3171,HW,PreFentonGoethite,7371726
469.2596,HW,PreFentonGoethite,4023820
328.2242,HW,PreFentonGoethite,5567111.66666667
507.2963,HW,PreFentonGoethite,5837712.66666667
463.2701,HW,PreFentonGoethite,5824164.66666667
384.214,HW,PreFentonGoethite,4939989
319.0459,HW,PreFentonGoethite,1758014
329.197,HW,PreFentonGoethite,5265771.66666667
335.1864,HW,PreFentonGoethite,4005024.33333333
399.133,HW,PreFentonGoethite,9653998.66666667
573.1977,HW,PreFentonGoethite,3437326.66666667
388.0674,HW,PreFentonGoethite,0
379.046,HW,PreFentonGoethite,1879826
509.2756,HW,PreFentonGoethite,6658547
499.1246,HW,PreFentonGoethite,2773718.66666667
497.2181,HW,PreFentonGoethite,5118381.33333333
513.1038,HW,PreFentonGoethite,2171179.33333333
389.2545,HW,PreFentonGoethite,4410166.66666667
557.0937,HW,PreFentonGoethite,1965065.33333333
523.2912,HW,PreFentonGoethite,5687558.33333333
354.1558,HW,PreFentonGoethite,0
398.1933,HW,PreFentonGoethite,4263105.33333333
469.2232,HW,PreFentonGoethite,5483016
441.2283,HW,PreFentonGoethite,4326352.33333333
457.2596,HW,PreFentonGoethite,5141175
425.2215,HW,PreFentonGoethite,9814421
483.0933,HW,PreFentonGoethite,2407009.33333333
527.1923,HW,PreFentonGoethite,3647840.66666667
483.1661,HW,PreFentonGoethite,3108460
429.0099,HW,PreFentonGoethite,0
393.0616,HW,PreFentonGoethite,0
483.2388,HW,PreFentonGoethite,5340449.66666667
485.3273,HW,PreFentonGoethite,7120477.66666667
477.2858,HW,PreFentonGoethite,5750224.33333333
453.0463,HW,PreFentonGoethite,2227791.66666667
777.2674,HW,PreFentonGoethite,9483381
423.0722,HW,PreFentonGoethite,2237633.33333333
489.0311,HW,PreFentonGoethite,0
413.0759,HW,PreFentonGoethite,5919912.33333333
406.1983,HW,PreFentonGoethite,3856589.33333333
406.078,HW,PreFentonGoethite,0
376.0674,HW,PreFentonGoethite,0
333.1707,HW,PreFentonGoethite,3886055.66666667
338.1721,HW,PreFentonGoethite,5647143.33333333
356.2555,HW,PreFentonGoethite,5672583.33333333
379.0341,HW,PreFentonGoethite,3778488
401.2333,HW,PreFentonGoethite,3763207
465.128,HW,PreFentonGoethite,3811124.66666667
408.1776,HW,PreFentonGoethite,2097636.66666667
545.0937,HW,PreFentonGoethite,2317020.33333333
359.0045,HW,PreFentonGoethite,0
455.1348,HW,PreFentonGoethite,2575821.33333333
549.3069,HW,PreFentonGoethite,7400510
543.2236,HW,PreFentonGoethite,6312992.66666667
547.1093,HW,PreFentonGoethite,2222822.33333333
441.1555,HW,PreFentonGoethite,3748305.33333333
513.0675,HW,PreFentonGoethite,2344401.66666667
483.2025,HW,PreFentonGoethite,4384710.33333333
453.0827,HW,PreFentonGoethite,2298618.33333333
497.0725,HW,PreFentonGoethite,2206102.33333333
483.0569,HW,PreFentonGoethite,2261937
483.1297,HW,PreFentonGoethite,2524433.33333333
445.2596,HW,PreFentonGoethite,5611762.66666667
557.1301,HW,PreFentonGoethite,2542942.66666667
485.1454,HW,PreFentonGoethite,3157569.66666667
383.2439,HW,PreFentonGoethite,5241737.66666667
378.2035,HW,PreFentonGoethite,5212638.66666667
390.0831,HW,PreFentonGoethite,0
337.202,HW,PreFentonGoethite,3220163.33333333
459.0205,HW,PreFentonGoethite,0
577.0836,HW,PreFentonGoethite,0
375.2177,HW,PreFentonGoethite,4284811.66666667
402.9943,HW,PreFentonGoethite,0
531.1508,HW,PreFentonGoethite,3178543
429.2494,HW,PreFentonGoethite,6016430
529.0624,HW,PreFentonGoethite,2069107.33333333
547.073,HW,PreFentonGoethite,2052326.33333333
400.2089,HW,PreFentonGoethite,5291654
457.2443,HW,PreFentonGoethite,6355980
467.265,HW,PreFentonGoethite,5698887
497.1089,HW,PreFentonGoethite,2094833.33333333
515.1559,HW,PreFentonGoethite,3630615.66666667
485.0361,HW,PreFentonGoethite,0
529.1351,HW,PreFentonGoethite,3308322
515.1195,HW,PreFentonGoethite,2581353
367.0824,HW,PreFentonGoethite,2033259
519.0416,HW,PreFentonGoethite,0
419.265,HW,PreFentonGoethite,4947178.66666667
391.2337,HW,PreFentonGoethite,5961439.66666667
499.0518,HW,PreFentonGoethite,2173644
395.2439,HW,PreFentonGoethite,4633402.66666667
387.2177,HW,PreFentonGoethite,3912885.33333333
499.0882,HW,PreFentonGoethite,2510033.33333333
404.1827,HW,PreFentonGoethite,4586887.66666667
573.125,HW,PreFentonGoethite,2254096
469.1504,HW,PreFentonGoethite,2922667.33333333
529.0987,HW,PreFentonGoethite,2628213.66666667
543.26,HW,PreFentonGoethite,8134347.66666667
469.0413,HW,PreFentonGoethite,2078880.5
483.2599,HW,PreFentonGoethite,6059983.33333333
378.1671,HW,PreFentonGoethite,3367036.33333333
561.0886,HW,PreFentonGoethite,2199508.66666667
469.1868,HW,PreFentonGoethite,4580868.66666667
375.2752,HW,PreFentonGoethite,5105057.33333333
531.0781,HW,PreFentonGoethite,2485633
441.2494,HW,PreFentonGoethite,6145658.66666667
427.2126,HW,PreFentonGoethite,5240574.33333333
557.2393,HW,PreFentonGoethite,5956274.66666667
371.0045,HW,PreFentonGoethite,0
371.2439,HW,PreFentonGoethite,5799164
381.1766,HW,PreFentonGoethite,4730723
439.0671,HW,PreFentonGoethite,2276166.66666667
499.2701,HW,PreFentonGoethite,8015939
340.2242,HW,PreFentonGoethite,6529397
441.1281,HW,PreFentonGoethite,7063847
501.1402,HW,PreFentonGoethite,3444749
343.1187,HW,PreFentonGoethite,2807345.66666667
433.2443,HW,PreFentonGoethite,6579948
355.0823,HW,PreFentonGoethite,2150100.66666667
533.312,HW,PreFentonGoethite,8689801
559.1458,HW,PreFentonGoethite,3052186.66666667
397.1293,HW,PreFentonGoethite,2801602.33333333
419.2439,HW,PreFentonGoethite,5409343
395.0773,HW,PreFentonGoethite,2534389.5
531.1145,HW,PreFentonGoethite,2585816
557.1665,HW,PreFentonGoethite,3608926.33333333
317.1064,HW,PreFentonGoethite,0
443.2439,HW,PreFentonGoethite,5996809.66666667
535.2913,HW,PreFentonGoethite,8619556
390.1671,HW,PreFentonGoethite,3927799.33333333
447.0205,HW,PreFentonGoethite,0
469.0776,HW,PreFentonGoethite,2495993.33333333
380.1827,HW,PreFentonGoethite,4152150
367.0459,HW,PreFentonGoethite,2270035.33333333
533.0937,HW,PreFentonGoethite,2331947.33333333
479.265,HW,PreFentonGoethite,7549664.66666667
508.1357,HW,PreFentonGoethite,6683311
425.0878,HW,PreFentonGoethite,2263784.33333333
503.3014,HW,PreFentonGoethite,8556540.66666667
455.0984,HW,PreFentonGoethite,2560289.66666667
355.0459,HW,PreFentonGoethite,2088476.66666667
431.2439,HW,PreFentonGoethite,6079228.66666667
449.2544,HW,PreFentonGoethite,6935775
517.1352,HW,PreFentonGoethite,3414079
413.015,HW,PreFentonGoethite,1747362.66666667
515.3014,HW,PreFentonGoethite,9886588.66666667
343.046,HW,PreFentonGoethite,2042993
473.0362,HW,PreFentonGoethite,2023737.5
513.2494,HW,PreFentonGoethite,8335335.33333333
411.1085,HW,PreFentonGoethite,2619028.66666667
397.0201,HW,PreFentonGoethite,1942013
409.0565,HW,PreFentonGoethite,2292991.33333333
503.0467,HW,PreFentonGoethite,1876907
527.1195,HW,PreFentonGoethite,2486279
471.1297,HW,PreFentonGoethite,3258240.33333333
374.1722,HW,PreFentonGoethite,4884823.33333333
529.2807,HW,PreFentonGoethite,9149738
487.3429,HW,PreFentonGoethite,9579413
489.2858,HW,PreFentonGoethite,8107888
517.0624,HW,PreFentonGoethite,2448439.66666667
427.0307,HW,PreFentonGoethite,2196904
485.109,HW,PreFentonGoethite,2655121.66666667
547.2913,HW,PreFentonGoethite,10606993.6666667
361.202,HW,PreFentonGoethite,5311960
351.2177,HW,PreFentonGoethite,6269792
369.0252,HW,PreFentonGoethite,2334971.66666667
515.0831,HW,PreFentonGoethite,2648761.66666667
443.0256,HW,PreFentonGoethite,1971590
344.2191,HW,PreFentonGoethite,7267892.33333333
395.0409,HW,PreFentonGoethite,2267738.66666667
485.0726,HW,PreFentonGoethite,2618252
381.0616,HW,PreFentonGoethite,2422927
429.2283,HW,PreFentonGoethite,6554712.66666667
371.1018,HW,PreFentonGoethite,6984901.33333333
425.0514,HW,PreFentonGoethite,2396221.33333333
501.1039,HW,PreFentonGoethite,3016370.33333333
519.2963,HW,PreFentonGoethite,10153231.3333333
391.143,HW,PreFentonGoethite,8081093
441.0463,HW,PreFentonGoethite,2261118
441.1191,HW,PreFentonGoethite,2969895
545.1289,HW,PreFentonGoethite,8675719
417.01,HW,PreFentonGoethite,0
411.0358,HW,PreFentonGoethite,2300556.66666667
475.2701,HW,PreFentonGoethite,8425330
499.1951,HW,PreFentonGoethite,0
411.2058,HW,PreFentonGoethite,6297929.66666667
487.1246,HW,PreFentonGoethite,3358237.66666667
455.062,HW,PreFentonGoethite,2691702
417.2494,HW,PreFentonGoethite,7029208.66666667
517.3171,HW,PreFentonGoethite,11599612
531.2964,HW,PreFentonGoethite,10775947
521.2756,HW,PreFentonGoethite,9574503.33333333
441.0827,HW,PreFentonGoethite,2800253.33333333
505.2807,HW,PreFentonGoethite,10467614
411.2388,HW,PreFentonGoethite,7486455.33333333
389.1274,HW,PreFentonGoethite,7913573
501.2858,HW,PreFentonGoethite,10117496.3333333
381.2283,HW,PreFentonGoethite,6949749
471.0569,HW,PreFentonGoethite,2748962.66666667
485.2545,HW,PreFentonGoethite,8307965.33333333
471.0933,HW,PreFentonGoethite,2926972
364.1878,HW,PreFentonGoethite,6993153
457.0412,HW,PreFentonGoethite,2480815.33333333
411.0721,HW,PreFentonGoethite,3023504.66666667
393.2283,HW,PreFentonGoethite,7009221
819.2779,HW,PreFentonGoethite,0
423.2388,HW,PreFentonGoethite,6902811
457.114,HW,PreFentonGoethite,3434674
427.1035,HW,PreFentonGoethite,2966610.66666667
357.0252,HW,PreFentonGoethite,2467239
499.2337,HW,PreFentonGoethite,9564221
487.2701,HW,PreFentonGoethite,9944628
327.2177,HW,PreFentonGoethite,7328843.66666667
337.1327,HW,PreFentonGoethite,10575877.3333333
383.0409,HW,PreFentonGoethite,2793283.66666667
473.2545,HW,PreFentonGoethite,9804066
405.2282,HW,PreFentonGoethite,6896181.66666667
451.1123,HW,PreFentonGoethite,11161829.3333333
392.1827,HW,PreFentonGoethite,5285533.66666667
401.015,HW,PreFentonGoethite,1960069
386.9994,HW,PreFentonGoethite,0
457.0777,HW,PreFentonGoethite,2757126
515.265,HW,PreFentonGoethite,11738659.3333333
461.2544,HW,PreFentonGoethite,10250101
385.0201,HW,PreFentonGoethite,2389647
357.2283,HW,PreFentonGoethite,9801374
342.2398,HW,PreFentonGoethite,9442596
349.2021,HW,PreFentonGoethite,7539190.33333333
387.2388,HW,PreFentonGoethite,9395388
427.0671,HW,PreFentonGoethite,2886738.33333333
359.2439,HW,PreFentonGoethite,14533015
503.3378,HW,PreFentonGoethite,15973719.3333333
411.133,HW,PreFentonGoethite,10185025.6666667
385.1174,HW,PreFentonGoethite,12405252.6666667
354.2035,HW,PreFentonGoethite,10003687.6666667
377.2181,HW,PreFentonGoethite,6283721.66666667
375.2388,HW,PreFentonGoethite,12836585
330.2034,HW,PreFentonGoethite,11847771.6666667
461.2392,HW,PreFentonGoethite,14402078.6666667
495.2964,HW,PreFentonGoethite,14683603.3333333
501.3222,HW,PreFentonGoethite,17303251.3333333
363.2388,HW,PreFentonGoethite,10536167.6666667
477.2341,HW,PreFentonGoethite,17228575
329.2333,HW,PreFentonGoethite,12044148.3333333
361.2232,HW,PreFentonGoethite,15683381.3333333
439.0552,HW,PreFentonGoethite,28041542.6666667
347.2439,HW,PreFentonGoethite,21171039.3333333
345.2283,HW,PreFentonGoethite,21166283
479.3014,HW,PreFentonGoethite,38530789.3333333
331.249,HW,PreFentonGoethite,33104901.3333333
343.0823,HW,PreFentonGoethite,2311036
355.1187,HW,PreFentonGoethite,2272823.66666667
